Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,HouseStyle,YearBuilt,YearRemodAdd,1stFlrSF,2ndFlrSF,LowQualFinSF,Fireplaces,FireplaceQu,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1125,80,RL,NA,9125,IR1,Gilbert,SLvl,1992,1992,812,670,0,1,TA,0,7,2007,WD,Normal,163900
1126,20,RL,60,10434,Reg,NAmes,1Story,1955,1955,1005,0,0,1,TA,0,11,2009,WD,Normal,115000
1127,120,RL,53,3684,Reg,Blmngtn,1Story,2007,2007,1555,0,0,1,TA,0,6,2009,WD,Normal,174000
1128,20,RL,182,14572,IR3,Gilbert,1Story,2004,2004,1530,0,0,1,Gd,0,11,2007,WD,Family,259000
1129,60,RL,59,11796,IR1,Gilbert,2Story,2004,2005,847,1112,0,1,Gd,0,7,2007,WD,Normal,215000
1130,90,RM,60,7200,Reg,OldTown,SFoyer,1980,1980,936,0,0,0,NA,0,8,2007,WD,Normal,140000
1131,50,RL,65,7804,Reg,SWISU,1.5Fin,1928,1950,1328,653,0,2,TA,0,12,2009,WD,Normal,135000
1132,20,RL,63,10712,Reg,Mitchel,1Story,1991,1992,974,0,0,0,NA,0,9,2007,Oth,Abnorml,93500
1133,70,RM,90,9900,Reg,OldTown,2Story,1880,1950,1178,1032,0,0,NA,0,5,2007,WD,Normal,117500
1134,60,RL,80,9828,IR1,SawyerW,2Story,1995,1995,1142,878,0,1,TA,0,6,2009,WD,Normal,239500
1135,60,RL,57,8773,IR1,Gilbert,2Story,1997,1997,916,684,0,1,TA,0,8,2007,WD,Normal,169000
1136,30,RM,60,6180,Reg,BrkSide,1Story,1926,1950,986,0,0,1,Gd,0,5,2007,WD,Normal,102000
1137,50,RL,80,9600,Reg,NAmes,1.5Fin,1950,1950,1032,220,0,0,NA,0,4,2008,WD,Abnorml,119000
1138,50,RL,54,6342,Reg,Sawyer,1.5Fin,1875,1996,780,240,0,0,NA,0,5,2010,WD,Normal,94000
1139,20,RL,NA,9819,IR1,Mitchel,1Story,1977,1977,1567,0,0,2,TA,0,5,2009,WD,Normal,196000
1140,30,RL,98,8731,IR1,BrkSide,1Story,1920,1950,1167,0,0,1,Gd,0,5,2007,WD,Normal,144000
1141,20,RL,60,7350,Reg,NAmes,1Story,1951,1951,952,0,0,0,NA,0,6,2008,COD,Abnorml,139000
1142,60,RL,NA,10304,IR1,NWAmes,2Story,1976,1976,1088,780,0,1,TA,0,10,2009,WD,Normal,197500
1143,60,RL,77,9965,Reg,CollgCr,2Story,2006,2007,1466,1362,0,1,TA,0,4,2007,New,Partial,424870
1144,20,RL,NA,9000,Reg,Sawyer,1Story,1959,1959,1006,0,0,0,NA,0,7,2008,WD,Normal,80000
1145,190,RL,60,12180,Reg,Edwards,1.5Fin,1941,1950,672,252,0,0,NA,0,7,2010,WD,Normal,80000
1146,50,RM,52,6240,Reg,BrkSide,1.5Fin,1928,1950,1042,534,0,1,Gd,0,8,2006,WD,Family,149000
1147,20,RL,NA,11200,Reg,SawyerW,1Story,1985,1985,1298,0,0,1,TA,0,5,2006,WD,Normal,180000
1148,70,RL,75,12000,Reg,Crawfor,2Story,1941,1950,860,704,0,1,Gd,0,7,2009,WD,Normal,174500
1149,50,RM,NA,5700,Reg,OldTown,1.5Fin,1926,1950,572,539,0,1,Gd,0,8,2008,WD,Normal,116900
1150,70,RM,50,9000,Reg,OldTown,2Story,1920,1988,832,650,0,0,NA,0,7,2009,WD,Normal,143000
1151,20,RL,57,8280,IR1,NAmes,1Story,1950,1950,932,0,0,1,Gd,0,11,2007,WD,Normal,124000
1152,20,RL,134,17755,Reg,Edwards,1Story,1959,1959,1466,0,0,2,Gd,0,11,2006,WD,Normal,149900
1153,20,RL,90,14115,IR1,Crawfor,1Story,1956,2004,1811,0,0,1,Gd,0,7,2006,WD,Abnorml,230000
1154,30,RM,NA,5890,Reg,IDOTRR,1Story,1930,2007,816,0,0,0,NA,0,6,2008,WD,Normal,120500
1155,60,RL,NA,13700,IR1,NAmes,2Story,1965,1988,902,918,0,2,Gd,0,5,2008,WD,Normal,201800
1156,20,RL,90,10768,IR1,Veenker,1Story,1976,2004,1437,0,0,1,Fa,0,7,2007,WD,Normal,218000
1157,80,RL,85,9350,Reg,NAmes,SLvl,1965,1999,1265,0,0,1,Gd,0,10,2008,WD,Normal,179900
1158,120,RL,34,5001,IR1,NridgHt,1Story,2007,2008,1314,0,0,1,Gd,0,7,2009,WD,Normal,230000
1159,20,RL,92,11932,Reg,Somerst,1Story,2007,2008,1580,0,0,0,NA,0,6,2008,ConLD,Partial,235128
1160,60,RL,76,9120,Reg,NWAmes,2Story,1974,1974,943,933,0,1,TA,0,7,2008,WD,Normal,185000
1161,160,RL,24,2280,Reg,NPkVill,2Story,1978,1978,855,601,0,1,TA,0,7,2010,WD,Normal,146000
1162,20,RL,NA,14778,IR1,Crawfor,1Story,1954,2006,1640,0,0,1,Gd,0,11,2008,WD,Normal,224000
1163,20,RL,109,8724,Reg,Sawyer,1Story,1968,1968,894,0,0,1,Po,0,5,2007,WD,Normal,129000
1164,90,RL,60,12900,Reg,Sawyer,SFoyer,1969,1969,1258,0,0,0,NA,0,1,2008,WD,Alloca,108959
1165,80,RL,NA,16157,IR1,Veenker,SLvl,1978,1978,1432,0,0,1,TA,0,6,2007,WD,Normal,194000
1166,20,RL,79,9541,IR1,NridgHt,1Story,2009,2009,1502,0,0,0,NA,0,9,2009,New,Partial,233170
1167,20,RL,64,10475,IR1,CollgCr,1Story,2008,2008,1694,0,0,0,NA,0,2,2010,WD,Normal,245350
1168,60,RL,58,10852,IR1,Gilbert,2Story,2000,2000,959,712,0,1,TA,0,2,2006,WD,Normal,173000
1169,70,RL,120,13728,Reg,Edwards,2Story,1935,1986,1236,872,0,2,TA,0,7,2008,WD,Normal,235000
1170,60,RL,118,35760,IR1,NoRidge,2Story,1995,1996,1831,1796,0,1,TA,0,7,2006,WD,Normal,625000
1171,80,RL,76,9880,Reg,Mitchel,SLvl,1977,1977,1118,0,0,1,Po,0,7,2008,WD,Normal,171000
1172,20,RL,76,9120,Reg,NAmes,1Story,1958,1958,1261,0,0,1,TA,1400,11,2008,WD,Normal,163000
1173,160,FV,35,4017,IR1,Somerst,2Story,2006,2007,625,625,0,0,NA,0,3,2008,WD,Normal,171900
1174,50,RL,138,18030,IR1,ClearCr,1.5Fin,1946,1994,1636,971,479,1,Gd,0,3,2007,WD,Normal,200500
1175,70,RL,80,16560,IR1,Crawfor,2Story,1932,1950,1170,1175,0,1,Gd,0,7,2006,WD,Normal,239000
1176,50,RL,85,10678,Reg,NoRidge,1.5Fin,1992,2000,2129,743,0,1,TA,0,4,2007,WD,Normal,285000
1177,20,RL,37,6951,IR1,Mitchel,1Story,1984,1985,923,0,0,0,NA,0,10,2008,WD,Normal,119500
1178,50,RM,NA,3950,Reg,OldTown,1.5Fin,1926,2004,818,406,0,0,NA,0,12,2009,WD,Normal,115000
1179,50,RL,54,7681,IR1,Crawfor,1.5Fin,1921,1950,820,523,0,1,Gd,0,7,2009,WD,Normal,154900
1180,20,RL,77,8335,Reg,Edwards,1Story,1954,1954,1124,0,0,1,Gd,0,4,2006,WD,Normal,93000
1181,60,RL,NA,11170,IR2,Timber,2Story,1990,1991,1298,1216,0,0,NA,0,4,2006,WD,Normal,250000
1182,120,RM,64,5587,IR1,Crawfor,1Story,2008,2008,1652,0,0,1,Gd,0,11,2008,New,Partial,392500
1183,60,RL,160,15623,IR1,NoRidge,2Story,1996,1996,2411,2065,0,2,TA,0,7,2007,WD,Abnorml,745000
1184,30,RL,60,10800,Reg,OldTown,1Story,1920,1950,1130,0,0,1,Gd,0,6,2006,WD,Normal,120000
1185,20,RL,50,35133,Reg,Timber,1Story,1963,1963,1572,0,0,2,TA,0,5,2007,WD,Normal,186700
1186,50,RL,60,9738,Reg,Edwards,1.5Fin,1924,1950,949,272,0,0,NA,0,3,2006,WD,Normal,104900
1187,190,RL,107,10615,IR1,OldTown,2Story,1900,1970,1014,685,0,0,NA,0,8,2009,WD,Abnorml,95000
1188,20,RL,89,12461,Reg,NoRidge,1Story,1994,1995,1624,0,0,1,Fa,0,7,2006,WD,Normal,262000
1189,60,RL,68,8935,IR1,CollgCr,2Story,2002,2002,831,829,0,0,NA,0,7,2009,WD,Normal,195000
1190,60,RL,60,7500,Reg,Gilbert,2Story,1999,1999,1028,776,0,1,TA,0,6,2010,WD,Normal,189000
1191,190,RL,NA,32463,Reg,Mitchel,1Story,1961,1975,1622,0,0,1,TA,0,3,2007,WD,Normal,168000
1192,160,FV,24,2645,Reg,Somerst,2Story,1999,2000,764,677,0,0,NA,0,11,2007,WD,Normal,174000
1193,50,RM,60,9600,Reg,OldTown,1.5Fin,1925,1994,842,630,0,0,NA,0,7,2007,WD,Normal,125000
1194,120,RM,NA,4500,Reg,Mitchel,1Story,1999,1999,1224,0,0,0,NA,0,6,2009,WD,Normal,165000
1195,60,RL,80,9364,Reg,Sawyer,2Story,1969,1969,663,689,0,0,NA,0,3,2010,WD,Normal,158000
1196,60,RL,51,8029,IR1,Gilbert,2Story,2005,2005,728,728,0,0,NA,0,7,2008,WD,Normal,176000
1197,60,RL,58,14054,IR1,Gilbert,2Story,2006,2006,879,984,0,1,Gd,0,11,2006,New,Partial,219210
1198,75,RM,65,8850,IR1,OldTown,2.5Unf,1916,1950,815,875,0,1,Gd,0,7,2006,ConLw,Normal,144000
1199,20,RL,70,9100,Reg,CollgCr,1Story,2001,2001,1212,0,0,0,NA,0,6,2009,WD,Normal,178000
1200,20,RL,75,11235,Reg,Sawyer,1Story,1963,1979,1382,0,0,1,Po,0,10,2006,WD,Normal,148000
1201,20,RL,71,9353,Reg,NAmes,1Story,1970,1970,864,0,0,0,NA,0,7,2006,Oth,Abnorml,116050
1202,60,RL,80,10400,Reg,CollgCr,2Story,1998,1998,866,913,0,0,NA,0,3,2009,WD,Normal,197900
1203,50,RM,50,6000,Reg,BrkSide,1.5Fin,1925,1997,884,464,0,1,Fa,0,5,2009,WD,Normal,117000
1204,20,RL,75,9750,Reg,CollgCr,1Story,2000,2001,1630,0,0,1,TA,0,10,2009,WD,Normal,213000
1205,20,RL,78,10140,Reg,NWAmes,1Story,1975,1975,1074,0,0,0,NA,0,7,2006,WD,Normal,153500
1206,20,RL,90,14684,IR1,SawyerW,1Story,1990,1991,2196,0,0,1,TA,0,6,2009,WD,Normal,271900
1207,20,RH,NA,8900,Reg,SawyerW,1Story,1966,1966,1056,0,0,0,NA,0,11,2006,WD,Normal,107000
1208,20,RL,70,9135,Reg,CollgCr,1Story,2003,2003,1700,0,0,0,NA,0,5,2006,WD,Normal,200000
1209,20,RL,70,7763,Reg,NAmes,1Story,1962,1980,1283,0,0,0,NA,0,10,2008,WD,Normal,140000
1210,20,RL,85,10182,IR1,Somerst,1Story,2006,2006,1660,0,0,1,Gd,0,5,2006,New,Partial,290000
1211,60,RL,70,11218,Reg,SawyerW,2Story,1992,1992,1055,790,0,1,TA,400,5,2010,WD,Normal,189000
1212,50,RL,152,12134,IR1,Gilbert,1.5Fin,1988,2005,1080,672,0,0,NA,0,6,2010,WD,Normal,164000
1213,30,RL,50,9340,Reg,Edwards,1Story,1941,1950,672,0,0,0,NA,0,8,2009,WD,Normal,113000
1214,80,RL,NA,10246,IR1,Sawyer,SLvl,1965,2001,960,0,0,0,NA,0,5,2006,WD,Normal,145000
1215,85,RL,69,10205,IR1,NAmes,SFoyer,1962,1962,999,0,0,0,NA,0,5,2006,WD,Normal,134500
1216,20,RL,99,7094,IR1,Sawyer,1Story,1966,1966,894,0,0,0,NA,0,5,2007,WD,Normal,125000
1217,90,RM,68,8930,Reg,Sawyer,1.5Fin,1978,1978,1318,584,0,0,NA,0,4,2010,WD,Normal,112000
1218,20,FV,72,8640,Reg,Somerst,1Story,2009,2009,1314,0,0,0,NA,0,9,2009,New,Partial,229456
1219,50,RM,52,6240,Reg,BrkSide,1.5Fin,1947,1950,672,240,0,0,NA,0,7,2006,WD,Normal,80500
1220,160,RM,21,1680,Reg,BrDale,2Story,1971,1971,672,546,0,0,NA,0,4,2006,WD,Abnorml,91500
1221,20,RL,66,7800,IR1,NAmes,1Story,1964,1964,912,0,0,0,NA,0,11,2006,WD,Abnorml,115000
1222,20,RL,55,8250,Reg,Sawyer,1Story,1968,1968,1211,0,0,1,TA,0,8,2008,WD,Normal,134000
1223,50,RL,78,10496,Reg,NAmes,1.5Fin,1949,1950,1168,678,0,1,Gd,0,1,2007,WD,Normal,143000
1224,20,RL,89,10680,Reg,NAmes,1Story,1951,1951,2136,0,0,0,NA,0,10,2006,WD,Normal,137900
1225,60,RL,60,15384,IR1,Gilbert,2Story,2004,2005,788,702,0,1,Gd,0,2,2008,WD,Normal,184000
1226,80,RL,65,10482,Reg,NAmes,SLvl,1958,1958,1138,0,0,0,NA,0,6,2007,WD,Normal,145000
1227,60,RL,86,14598,IR1,Somerst,2Story,2007,2007,894,1039,0,1,Gd,0,1,2008,WD,Normal,214000
1228,20,RL,72,8872,Reg,NAmes,1Story,1965,2008,912,0,0,0,NA,0,12,2008,WD,Normal,147000
1229,120,RL,65,8769,Reg,NridgHt,1Story,2008,2008,1702,0,0,1,Gd,0,10,2008,New,Partial,367294
1230,80,RL,70,7910,Reg,NAmes,SLvl,1960,1960,1507,0,0,0,NA,0,8,2008,WD,Normal,127000
1231,90,RL,NA,18890,IR1,Sawyer,1.5Fin,1977,1977,1361,1259,0,1,TA,8300,8,2007,WD,Normal,190000
1232,90,RL,70,7728,Reg,NAmes,SLvl,1962,1962,1190,0,0,0,NA,0,5,2006,WD,Normal,132500
1233,90,RL,70,9842,Reg,NAmes,1Story,1962,1962,1224,0,0,0,NA,0,3,2007,WD,Normal,101800
1234,20,RL,NA,12160,IR1,NAmes,1Story,1959,1959,1188,0,0,0,NA,0,5,2010,COD,Abnorml,142000
1235,70,RH,55,8525,Reg,SWISU,2Story,1911,1950,1024,940,0,0,NA,0,11,2008,WD,Abnorml,130000
1236,70,RL,96,13132,Reg,Crawfor,2Story,1914,1950,892,892,0,0,NA,0,7,2006,WD,Normal,138887
1237,160,RL,36,2628,Reg,NridgHt,2Story,2003,2003,764,862,0,0,NA,0,6,2010,WD,Normal,175500
1238,60,RL,41,12393,IR2,CollgCr,2Story,2004,2005,847,1101,0,1,Gd,0,9,2006,WD,Normal,195000
1239,20,RL,63,13072,Reg,SawyerW,1Story,2005,2005,1141,0,0,0,NA,0,3,2006,WD,Abnorml,142500
1240,20,RL,64,9037,IR1,Timber,1Story,2006,2006,1484,0,0,1,Gd,0,12,2007,WD,Normal,265900
1241,60,RL,65,8158,Reg,CollgCr,2Story,2003,2003,884,884,0,0,NA,0,7,2008,WD,Normal,224900
1242,20,RL,83,9849,Reg,Somerst,1Story,2007,2007,1689,0,0,0,NA,0,6,2007,New,Partial,248328
1243,85,RL,85,10625,Reg,NWAmes,SFoyer,1974,1974,1173,0,0,2,TA,0,1,2010,WD,Family,170000
1244,20,RL,107,13891,Reg,NridgHt,1Story,2006,2006,2076,0,0,1,Gd,0,9,2006,New,Partial,465000
1245,70,RL,NA,11435,IR1,Crawfor,2Story,1929,1950,792,725,0,2,Gd,0,6,2006,WD,Normal,230000
1246,80,RL,78,12090,Reg,NWAmes,SLvl,1984,2003,1140,728,0,1,TA,0,1,2007,WD,Abnorml,178000
1247,60,FV,65,8125,Reg,Somerst,2Story,2005,2006,756,797,0,0,NA,0,3,2006,New,Partial,186500
1248,80,RL,NA,12328,IR1,Mitchel,SLvl,1976,1976,1034,0,0,0,NA,0,5,2010,WD,Normal,169900
1249,75,RM,60,9600,Reg,OldTown,2.5Unf,1917,1950,1134,924,0,1,Gd,0,4,2008,WD,Normal,129500
1250,20,RL,60,7200,Reg,NAmes,1Story,1950,1950,988,0,0,0,NA,0,5,2007,WD,Normal,119000
1251,20,RL,93,11160,Reg,NAmes,1Story,1968,1968,2110,0,0,2,TA,0,4,2010,WD,Normal,244000
1252,120,RL,NA,3136,IR1,NridgHt,1Story,2003,2003,1405,0,0,1,Gd,0,3,2006,WD,Normal,171750
1253,20,RL,62,9858,Reg,Mitchel,1Story,1968,1968,874,0,0,0,NA,600,11,2009,WD,Normal,130000
1254,60,RL,NA,17542,IR1,Veenker,2Story,1974,2003,1516,651,0,2,Gd,0,7,2007,WD,Normal,294000
1255,60,RL,60,6931,Reg,Edwards,2Story,2003,2004,760,896,0,1,Gd,0,7,2008,WD,Normal,165400
1256,50,RM,52,6240,Reg,BrkSide,1.5Fin,1931,1950,959,408,0,1,Gd,0,11,2007,WD,Normal,127500
1257,20,RL,91,14303,IR1,NoRidge,1Story,1994,1994,1987,0,0,1,TA,0,8,2008,WD,Normal,301500
1258,30,RL,56,4060,Reg,Edwards,1Story,1922,1950,864,0,0,0,NA,0,7,2009,WD,Normal,99900
1259,80,RL,59,9587,IR1,Gilbert,SLvl,2005,2005,1166,0,0,0,NA,0,7,2008,WD,Normal,190000
1260,20,RL,65,9750,Reg,NAmes,1Story,1969,1969,1054,0,0,0,NA,0,7,2008,WD,Normal,151000
1261,60,RL,NA,24682,IR3,Gilbert,2Story,1999,1999,892,783,0,1,TA,0,6,2009,WD,Normal,181000
1262,20,RL,80,9600,Reg,NAmes,1Story,1956,1956,1050,0,0,0,NA,0,6,2009,WD,Normal,128900
1263,50,RL,NA,11250,Reg,ClearCr,1.5Fin,1957,1989,1104,684,0,2,TA,0,11,2009,WD,Normal,161500
1264,70,RL,60,13515,Reg,BrkSide,2Story,1919,1950,1060,764,0,1,Gd,0,7,2007,WD,Normal,180500
1265,120,RH,34,4060,Reg,NAmes,1Story,1998,1999,1337,0,0,0,NA,0,8,2008,COD,Abnorml,181000
1266,160,FV,35,3735,Reg,Somerst,2Story,1999,1999,713,739,0,0,NA,0,3,2006,WD,Normal,183900
1267,190,RM,60,10120,IR1,OldTown,2.5Unf,1910,1950,964,925,0,1,Gd,0,1,2007,WD,Normal,122000
1268,20,RL,89,13214,IR1,Timber,1Story,2008,2009,2018,0,0,1,Gd,0,5,2010,WD,Normal,378500
1269,50,RL,NA,14100,IR1,Crawfor,1.5Fin,1935,1997,1968,1479,0,2,Gd,0,5,2008,WD,Normal,381000
1270,50,RL,78,11344,Reg,NAmes,1.5Fin,1958,1958,874,650,0,0,NA,0,7,2007,WD,Normal,144000
1271,40,RL,NA,23595,Reg,ClearCr,1Story,1979,1979,1332,192,0,1,TA,0,4,2010,WD,Normal,260000
1272,20,RL,NA,9156,IR1,NWAmes,1Story,1968,1968,1489,0,0,1,Gd,0,8,2009,WD,Normal,185750
1273,20,RL,NA,13526,IR1,Sawyer,1Story,1965,1965,935,0,0,0,NA,0,11,2006,WD,Normal,137000
1274,80,RL,124,11512,IR1,Edwards,SLvl,1959,2006,1357,0,0,1,Gd,0,5,2008,WD,Normal,177000
1275,50,RL,53,5362,Reg,Crawfor,1.5Fin,1910,2003,661,589,0,1,Gd,0,11,2007,WD,Normal,139000
1276,90,RL,95,11345,Reg,NAmes,2Story,1948,1950,928,992,0,0,NA,0,7,2007,WD,Normal,137000
1277,60,RL,NA,12936,IR1,NWAmes,2Story,1972,1972,735,660,0,1,TA,0,12,2009,WD,Normal,162000
1278,80,RL,NA,17871,IR1,NWAmes,SLvl,1967,1976,1724,0,0,1,Gd,0,6,2009,WD,Normal,197900
1279,60,RL,75,9473,Reg,CollgCr,2Story,2002,2002,1128,903,0,1,Gd,0,3,2008,WD,Normal,237000
1280,50,C (all),60,7500,Reg,IDOTRR,1.5Fin,1920,1950,698,430,0,0,NA,0,4,2010,COD,Abnorml,68400
1281,20,RL,67,9808,IR1,CollgCr,1Story,2002,2002,1573,0,0,0,NA,0,3,2009,WD,Normal,227000
1282,20,RL,50,8049,IR1,Timber,1Story,1990,1990,1339,0,0,1,TA,0,7,2006,WD,Normal,180000
1283,20,RL,61,8800,IR1,CollgCr,1Story,1977,2008,1040,0,0,0,NA,0,9,2009,WD,Normal,150500
1284,90,RL,94,9400,Reg,Mitchel,2Story,1971,1971,912,912,0,0,NA,0,4,2010,WD,Normal,139000
1285,50,RL,50,9638,Reg,SWISU,1.5Fin,1919,1990,1699,748,0,1,Gd,0,3,2010,WD,Normal,169000
1286,50,RM,50,6000,Reg,BrkSide,1.5Fin,1939,1950,825,587,0,1,Gd,0,5,2009,WD,Normal,132500
1287,20,RL,NA,9790,Reg,NWAmes,1Story,1963,1963,1328,0,0,2,Gd,0,6,2010,WD,Normal,143000
1288,20,RL,NA,36500,IR1,ClearCr,1Story,1964,1964,1582,0,0,0,NA,0,6,2006,WD,Normal,190000
1289,120,RL,40,5664,IR1,StoneBr,1Story,2000,2000,1659,0,0,1,Ex,0,10,2009,WD,Normal,278000
1290,60,RL,86,11065,IR1,NridgHt,2Story,2006,2006,1120,850,0,1,Gd,0,10,2006,New,Partial,281000
1291,80,RL,NA,14112,IR1,NAmes,SLvl,1964,1964,1152,0,0,1,Gd,0,4,2010,WD,Normal,180500
1292,160,RM,21,1680,Reg,BrDale,2Story,1972,1972,630,672,0,0,NA,0,2,2009,WD,Normal,119500
1293,70,RM,60,6600,Reg,OldTown,2Story,1892,1965,1378,994,0,0,NA,0,12,2009,WD,Normal,107500
1294,60,RL,78,10140,Reg,NWAmes,2Story,1976,1976,832,832,0,1,TA,0,3,2006,WD,Normal,162900
1295,20,RL,60,8172,Reg,Edwards,1Story,1955,1990,864,0,0,0,NA,0,4,2006,WD,Normal,115000
1296,20,RL,70,8400,Reg,NAmes,1Story,1968,1968,1052,0,0,0,NA,0,11,2006,WD,Normal,138500
1297,20,RL,80,8700,Reg,NAmes,1Story,1963,1963,1128,0,0,0,NA,0,12,2008,WD,Normal,155000
1298,180,RM,35,3675,Reg,Edwards,SFoyer,2005,2006,1072,0,0,0,NA,0,6,2006,New,Partial,140000
1299,60,RL,313,63887,IR3,Edwards,2Story,2008,2008,4692,950,0,3,Gd,0,1,2008,New,Partial,160000
1300,20,RL,75,7500,Reg,NAmes,1Story,1959,1994,1246,0,0,0,NA,0,5,2010,WD,Normal,154000
1301,60,RL,NA,10762,IR1,Gilbert,2Story,1999,1999,1005,978,0,1,TA,0,5,2009,WD,Normal,225000
1302,70,RL,NA,7500,IR1,Crawfor,2Story,1942,1950,753,741,0,2,Gd,0,11,2009,WD,Normal,177500
1303,60,RL,92,10120,Reg,NoRidge,2Story,1994,1994,1203,1323,0,1,TA,0,12,2006,WD,Normal,290000
1304,20,RL,73,8688,Reg,Somerst,1Story,2005,2005,1616,0,0,0,NA,0,4,2006,WD,Normal,232000
1305,160,RM,32,3363,Reg,Edwards,2Story,2004,2004,976,732,0,0,NA,0,4,2006,WD,Normal,130000
1306,20,RL,108,13173,IR1,NridgHt,1Story,2006,2007,1652,0,0,2,Ex,0,11,2009,WD,Normal,325000
1307,120,RL,48,6955,IR1,NridgHt,1Story,2005,2006,1368,0,0,1,Gd,0,9,2006,New,Partial,202500
1308,20,RL,60,8072,Reg,CollgCr,1Story,1994,1995,990,0,0,0,NA,0,5,2009,WD,Normal,138000
1309,20,RM,100,12000,Reg,OldTown,1Story,1948,2005,1122,0,0,0,NA,0,5,2008,WD,Normal,147000
1310,20,RL,NA,7153,Reg,SawyerW,1Story,1991,1991,1294,0,0,0,NA,0,6,2008,WD,Normal,179200
1311,20,RL,100,17500,Reg,Crawfor,1Story,1959,2002,1902,0,0,2,TA,0,5,2010,WD,Normal,335000
1312,20,RL,68,8814,Reg,CollgCr,1Story,2005,2007,1274,0,0,0,NA,0,1,2007,New,Partial,203000
1313,60,RL,NA,9572,IR1,NoRidge,2Story,1990,1990,1453,1357,0,1,Ex,0,6,2007,WD,Normal,302000
1314,60,RL,108,14774,IR1,NoRidge,2Story,1999,1999,1422,1177,0,1,TA,0,5,2010,WD,Normal,333168
1315,20,RL,60,8190,Reg,Edwards,1Story,1954,1954,948,0,0,1,TA,0,10,2007,WD,Normal,119000
1316,60,RL,85,11075,Reg,NAmes,2Story,1969,1969,1092,1020,0,2,Gd,0,6,2008,WD,Normal,206900
1317,20,RL,61,10226,IR1,CollgCr,1Story,2008,2008,1630,0,0,1,Gd,0,1,2009,WD,Normal,295493
1318,120,FV,47,4230,Reg,Somerst,1Story,2006,2007,1352,0,0,1,Gd,0,4,2007,New,Partial,208900
1319,20,RL,NA,14781,IR2,CollgCr,1Story,2001,2002,1787,0,0,1,TA,0,8,2006,WD,Normal,275000
1320,20,RL,75,10215,Reg,Edwards,1Story,1954,1954,948,0,0,0,NA,0,2,2007,WD,Normal,111000
1321,20,RL,70,8400,Reg,NAmes,1Story,1957,1957,1478,0,0,2,Gd,0,6,2009,WD,Normal,156500
1322,20,RL,NA,6627,IR1,BrkSide,1Story,1949,1950,720,0,0,0,NA,0,7,2008,WD,Normal,72500
1323,60,RL,107,10186,IR1,NoRidge,2Story,1992,1992,1061,862,0,1,TA,0,6,2010,WD,Normal,190000
1324,30,RL,50,5330,Reg,BrkSide,1Story,1940,1950,708,0,0,0,NA,0,12,2009,WD,Normal,82500
1325,20,RL,75,9986,Reg,Somerst,1Story,2006,2007,1795,0,0,1,Gd,0,2,2007,New,Partial,147000
1326,30,RM,40,3636,Reg,IDOTRR,1Story,1922,1950,796,0,0,0,NA,0,1,2008,WD,Normal,55000
1327,30,RH,70,4270,Reg,Edwards,1Story,1931,2006,774,0,0,0,NA,0,5,2007,WD,Normal,79000
1328,20,RL,60,6600,Reg,Mitchel,1Story,1982,2008,816,0,0,1,Ex,0,10,2008,WD,Normal,130500
1329,50,RM,60,10440,Reg,OldTown,1.5Fin,1920,1950,1584,1208,0,2,TA,1150,6,2008,WD,Normal,256000
1330,60,RL,63,9084,IR1,Gilbert,2Story,1998,1998,955,677,0,1,TA,0,6,2006,WD,Normal,176500
1331,20,RL,85,10000,Reg,Somerst,1Story,2006,2006,1588,0,0,1,Gd,0,12,2007,WD,Normal,227000
1332,80,RL,55,10780,IR1,CollgCr,SLvl,1976,1976,954,0,0,0,NA,0,7,2006,WD,Normal,132500
1333,20,RL,67,8877,Reg,Edwards,1Story,1938,1958,816,0,0,1,Gd,0,5,2009,WD,Normal,100000
1334,50,RM,60,7200,Reg,IDOTRR,1.5Fin,1938,1995,803,557,0,0,NA,0,7,2006,WD,Normal,125500
1335,160,RM,24,2368,Reg,BrDale,2Story,1970,1970,765,600,0,0,NA,0,5,2009,WD,Normal,125000
1336,20,RL,80,9650,Reg,NWAmes,1Story,1977,1977,1334,0,0,1,TA,0,4,2009,WD,Normal,167900
1337,90,RL,87,9246,IR1,NWAmes,1Story,1973,1973,1656,0,0,0,NA,0,11,2008,WD,Normal,135000
1338,30,RM,153,4118,IR1,OldTown,1Story,1941,1950,693,0,0,0,NA,0,3,2006,WD,Normal,52500
1339,60,RL,95,13450,IR1,CollgCr,2Story,2002,2002,920,941,0,0,NA,0,6,2006,WD,Normal,200000
1340,20,RL,120,9560,IR1,CollgCr,1Story,1972,1972,864,0,0,0,NA,0,6,2006,WD,Normal,128500
1341,20,RL,70,8294,Reg,NAmes,1Story,1971,1971,872,0,0,0,NA,0,6,2007,WD,Normal,123000
1342,20,RL,66,13695,Reg,SawyerW,1Story,2003,2004,1114,0,0,0,NA,0,7,2008,WD,Normal,155000
1343,60,RL,NA,9375,Reg,CollgCr,2Story,2002,2002,1284,885,0,1,Gd,0,8,2007,WD,Normal,228500
1344,50,RL,57,7558,Reg,Crawfor,1.5Fin,1928,1950,1172,741,0,1,TA,0,3,2009,WD,Normal,177000
1345,60,RL,85,11103,IR1,CollgCr,2Story,2006,2006,728,728,0,1,TA,0,7,2007,New,Partial,155835
1346,30,RM,50,6000,Reg,OldTown,1Story,1920,1950,960,0,0,0,NA,0,7,2007,WD,Normal,108500
